row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,profit_margin,order_year
2203,CA-2015-138002,2015-09-06,2015-09-12,Standard Class,BT-11305,Beth Thompson,Home Office,united states,Seattle,Washington,98103,west,OFF-BI-10002160,office supplies,binders,acco hanging data binders,6.096,2,0.2,2.1336,0.35,2015
2204,CA-2015-138002,2015-09-06,2015-09-12,Standard Class,BT-11305,Beth Thompson,Home Office,united states,Seattle,Washington,98103,west,FUR-FU-10004748,furniture,furnishings,"howard miller 16"" diameter gallery wall clock",191.82,3,0.0,74.8098,0.39,2015
2205,CA-2015-128860,2015-06-29,2015-07-05,Standard Class,SC-20725,Steven Cartwright,Consumer,united states,Lancaster,Pennsylvania,17602,east,FUR-FU-10001473,furniture,furnishings,"eldon executive woodline ii desk accessories, mahogany",20.104,1,0.2,1.7591,0.08750000000000001,2015
2206,CA-2016-164350,2016-09-10,2016-09-12,Second Class,CG-12040,Catherine Glotzbach,Home Office,united states,Bristol,Tennessee,37620,south,OFF-AR-10000538,office supplies,art,"boston model 1800 electric pencil sharpener, gray",67.56,3,0.2,8.445,0.125,2016
2207,US-2014-103905,2014-07-14,2014-07-20,Standard Class,AW-10930,Arthur Wiediger,Home Office,united states,Aurora,Illinois,60505,central,OFF-BI-10001098,office supplies,binders,acco d-ring binder w/dubllock,29.932,7,0.8,-46.3946,-1.55,2014
2208,US-2014-103905,2014-07-14,2014-07-20,Standard Class,AW-10930,Arthur Wiediger,Home Office,united states,Aurora,Illinois,60505,central,TEC-PH-10001552,technology,phones,i need's 3d hello kitty hybrid silicone case cover for htc one x 4g with 3d hello kitty stylus pen green/pink,38.272,4,0.2,3.8272,0.1,2014
2209,CA-2015-129854,2015-08-22,2015-08-26,Standard Class,RB-19705,Roger Barcio,Home Office,united states,New York City,New York,10009,east,OFF-AR-10000390,office supplies,art,newell chalk holder,16.52,4,0.0,7.5992,0.46,2015
2210,CA-2014-125556,2014-11-14,2014-11-16,Second Class,ML-17410,Maris LaWare,Consumer,united states,Fairfield,Connecticut,6824,east,TEC-PH-10001079,technology,phones,polycom soundpoint pro se-225 corded phone,832.93,7,0.0,233.2204,0.28,2014
2211,CA-2014-125556,2014-11-14,2014-11-16,Second Class,ML-17410,Maris LaWare,Consumer,united states,Fairfield,Connecticut,6824,east,OFF-BI-10003460,office supplies,binders,acco 3-hole punch,43.8,10,0.0,21.024,0.48000000000000004,2014
2212,CA-2016-162313,2016-11-27,2016-11-30,First Class,VB-21745,Victoria Brennan,Corporate,united states,Lincoln Park,Michigan,48146,central,OFF-AP-10003842,office supplies,appliances,euro-pro shark turbo vacuum,167.292,6,0.1,29.7408,0.17777777777777778,2016
2213,CA-2017-107874,2017-11-21,2017-11-25,Standard Class,SW-20275,Scott Williamson,Consumer,united states,New York City,New York,10035,east,FUR-FU-10003535,furniture,furnishings,howard miller distant time traveler alarm clock,27.42,1,0.0,11.2422,0.41,2017
2214,CA-2017-129378,2017-10-01,2017-10-02,First Class,NS-18505,Neola Schneider,Consumer,united states,San Jose,California,95123,west,OFF-BI-10002012,office supplies,binders,wilson jones easy flow ii sheet lifters,1.44,1,0.2,0.504,0.35000000000000003,2017
2215,CA-2017-129378,2017-10-01,2017-10-02,First Class,NS-18505,Neola Schneider,Consumer,united states,San Jose,California,95123,west,OFF-BI-10001922,office supplies,binders,storex dura pro binders,61.776,13,0.2,20.8494,0.33749999999999997,2017
2216,CA-2017-129378,2017-10-01,2017-10-02,First Class,NS-18505,Neola Schneider,Consumer,united states,San Jose,California,95123,west,OFF-AP-10000576,office supplies,appliances,"belkin 325va ups surge protector, 6'",241.96,2,0.0,60.49,0.25,2017
2217,CA-2017-129378,2017-10-01,2017-10-02,First Class,NS-18505,Neola Schneider,Consumer,united states,San Jose,California,95123,west,FUR-CH-10000553,furniture,chairs,"metal folding chairs, beige, 4/carton",108.608,4,0.2,9.5032,0.0875,2017
2218,CA-2014-151953,2014-09-20,2014-09-25,Standard Class,DB-13555,Dorothy Badders,Corporate,united states,Jacksonville,Florida,32216,south,OFF-AR-10003469,office supplies,art,nontoxic chalk,2.816,2,0.2,0.9856,0.35000000000000003,2014
2219,CA-2017-130841,2017-07-28,2017-08-01,Standard Class,MH-17620,Matt Hagelstein,Corporate,united states,San Francisco,California,94110,west,OFF-BI-10000145,office supplies,binders,zipper ring binder pockets,9.984,4,0.2,3.6192,0.36250000000000004,2017
2220,CA-2017-130841,2017-07-28,2017-08-01,Standard Class,MH-17620,Matt Hagelstein,Corporate,united states,San Francisco,California,94110,west,OFF-ST-10001580,office supplies,storage,super decoflex portable personal file,14.98,1,0.0,4.1944,0.27999999999999997,2017
2221,CA-2017-130841,2017-07-28,2017-08-01,Standard Class,MH-17620,Matt Hagelstein,Corporate,united states,San Francisco,California,94110,west,TEC-PH-10001817,technology,phones,wilson electronics db pro signal booster,1145.6,4,0.2,100.24,0.08750000000000001,2017
2222,CA-2015-131884,2015-12-06,2015-12-06,Same Day,DK-13375,Dennis Kane,Consumer,united states,Marion,Ohio,43302,east,TEC-PH-10001578,technology,phones,polycom soundstation2 ex conference phone,485.94,2,0.4,-89.089,-0.18333333333333332,2015
2223,CA-2015-131884,2015-12-06,2015-12-06,Same Day,DK-13375,Dennis Kane,Consumer,united states,Marion,Ohio,43302,east,OFF-AR-10004078,office supplies,art,newell 312,37.376,8,0.2,4.672,0.125,2015
2224,CA-2015-131884,2015-12-06,2015-12-06,Same Day,DK-13375,Dennis Kane,Consumer,united states,Marion,Ohio,43302,east,FUR-CH-10004860,furniture,chairs,global low back tilter chair,70.686,1,0.3,-24.2352,-0.3428571428571428,2015
2225,CA-2017-121909,2017-07-31,2017-08-05,Standard Class,EA-14035,Erin Ashbrook,Corporate,united states,Philadelphia,Pennsylvania,19134,east,OFF-PA-10003790,office supplies,paper,xerox 1991,54.816,3,0.2,17.8152,0.325,2017
2226,CA-2016-106383,2016-03-19,2016-03-21,Second Class,BT-11440,Bobby Trafton,Consumer,united states,Littleton,Colorado,80122,west,FUR-BO-10002202,furniture,bookcases,"atlantic metals mobile 2-shelf bookcases, custom colors",72.294,1,0.7,-98.8018,-1.3666666666666667,2016
2227,CA-2017-130771,2017-07-29,2017-08-03,Standard Class,LA-16780,Laura Armstrong,Corporate,united states,Austin,Texas,78745,central,OFF-FA-10003059,office supplies,fasteners,assorted color push pins,2.896,2,0.2,0.4706,0.1625,2017
2228,CA-2017-130771,2017-07-29,2017-08-03,Standard Class,LA-16780,Laura Armstrong,Corporate,united states,Austin,Texas,78745,central,TEC-PH-10002496,technology,phones,cisco spa301,124.792,1,0.2,15.599,0.125,2017
2229,CA-2016-139157,2016-10-01,2016-10-05,Standard Class,GM-14680,Greg Matthias,Consumer,united states,New York City,New York,10024,east,FUR-TA-10003238,furniture,tables,"chromcraft bull-nose wood 48"" x 96"" rectangular conference tables",330.588,1,0.4,-115.7058,-0.35,2016
2230,CA-2014-128055,2014-03-31,2014-04-05,Standard Class,AA-10315,Alex Avila,Consumer,united states,San Francisco,California,94122,west,OFF-BI-10004390,office supplies,binders,gbc docubind 200 manual binding machine,673.568,2,0.2,252.588,0.375,2014
2231,CA-2014-128055,2014-03-31,2014-04-05,Standard Class,AA-10315,Alex Avila,Consumer,united states,San Francisco,California,94122,west,OFF-AP-10002765,office supplies,appliances,fellowes advanced computer series surge protectors,52.98,2,0.0,14.8344,0.28,2014
2232,CA-2017-157091,2017-06-26,2017-07-01,Standard Class,DB-13405,Denny Blanton,Consumer,united states,La Porte,Indiana,46350,central,FUR-FU-10000293,furniture,furnishings,eldon antistatic chair mats for low to medium pile carpets,526.45,5,0.0,31.587,0.06,2017
2233,CA-2017-132122,2017-07-09,2017-07-14,Standard Class,JH-15820,John Huston,Consumer,united states,Chicago,Illinois,60610,central,OFF-ST-10003692,office supplies,storage,recycled steel personal file for hanging file folders,228.92,5,0.2,14.3075,0.0625,2017
2234,CA-2015-123232,2015-12-14,2015-12-16,Second Class,DJ-13630,Doug Jacobs,Consumer,united states,Portland,Oregon,97206,west,TEC-PH-10001051,technology,phones,htc one,319.968,4,0.2,35.9964,0.1125,2015
2235,CA-2017-104066,2017-12-05,2017-12-10,Standard Class,QJ-19255,Quincy Jones,Corporate,united states,Burlington,Vermont,5408,east,TEC-AC-10001013,technology,accessories,logitech clearchat comfort/usb headset h390,205.03,7,0.0,67.6599,0.32999999999999996,2017
2236,CA-2015-145849,2015-09-15,2015-09-17,Second Class,CT-11995,Carol Triggs,Consumer,united states,Indianapolis,Indiana,46203,central,OFF-ST-10000025,office supplies,storage,fellowes stor/drawer steel plus storage drawers,190.86,2,0.0,11.4516,0.05999999999999999,2015
2237,CA-2015-145849,2015-09-15,2015-09-17,Second Class,CT-11995,Carol Triggs,Consumer,united states,Indianapolis,Indiana,46203,central,OFF-AR-10000817,office supplies,art,manco dry-lighter erasable highlighter,24.32,8,0.0,8.2688,0.34,2015
2238,CA-2016-122322,2016-07-15,2016-07-21,Standard Class,RH-19510,Rick Huthwaite,Home Office,united states,Provo,Utah,84604,west,OFF-SU-10000952,office supplies,supplies,fiskars home & office scissors,44.4,5,0.0,12.432,0.28,2016
2239,CA-2017-166849,2017-04-20,2017-04-26,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,united states,Chicago,Illinois,60610,central,FUR-FU-10004597,furniture,furnishings,eldon cleatmat chair mats for medium pile carpets,44.4,2,0.6,-52.17,-1.175,2017
2240,CA-2016-146633,2016-11-15,2016-11-17,Second Class,TG-21310,Toby Gnade,Consumer,united states,Los Angeles,California,90049,west,OFF-BI-10003527,office supplies,binders,fellowes pb500 electric punch plastic comb binding machine with manual bind,1016.792,1,0.2,381.297,0.375,2016
2241,CA-2016-146633,2016-11-15,2016-11-17,Second Class,TG-21310,Toby Gnade,Consumer,united states,Los Angeles,California,90049,west,OFF-BI-10002982,office supplies,binders,avery self-adhesive photo pockets for polaroid photos,38.136,7,0.2,13.3476,0.35,2016
2242,US-2016-126893,2016-11-26,2016-12-01,Standard Class,CT-11995,Carol Triggs,Consumer,united states,Philadelphia,Pennsylvania,19134,east,TEC-PH-10004165,technology,phones,mitel mivoice 5330e ip phone,494.982,3,0.4,-115.4958,-0.23333333333333334,2016
2243,CA-2017-103380,2017-11-21,2017-11-25,Standard Class,BF-11005,Barry Franz,Home Office,united states,Pasadena,California,91104,west,OFF-ST-10003442,office supplies,storage,eldon portable mobile manager,56.56,2,0.0,15.2712,0.27,2017
2244,CA-2017-103380,2017-11-21,2017-11-25,Standard Class,BF-11005,Barry Franz,Home Office,united states,Pasadena,California,91104,west,OFF-AR-10003856,office supplies,art,newell 344,5.56,2,0.0,1.4456,0.26,2017
2245,CA-2017-103380,2017-11-21,2017-11-25,Standard Class,BF-11005,Barry Franz,Home Office,united states,Pasadena,California,91104,west,OFF-FA-10004248,office supplies,fasteners,advantus t-pin paper clips,9.02,2,0.0,3.5178,0.39,2017
2246,CA-2017-103380,2017-11-21,2017-11-25,Standard Class,BF-11005,Barry Franz,Home Office,united states,Pasadena,California,91104,west,OFF-AP-10001492,office supplies,appliances,"acco six-outlet power strip, 4' cord length",8.62,1,0.0,2.2412,0.26,2017
2247,CA-2017-103380,2017-11-21,2017-11-25,Standard Class,BF-11005,Barry Franz,Home Office,united states,Pasadena,California,91104,west,TEC-PH-10004165,technology,phones,mitel mivoice 5330e ip phone,659.976,3,0.2,49.4982,0.075,2017
2248,CA-2015-116092,2015-02-15,2015-02-18,Second Class,JM-16195,Justin MacKendrick,Consumer,united states,Los Angeles,California,90004,west,OFF-PA-10004285,office supplies,paper,xerox 1959,13.36,2,0.0,6.4128,0.48,2015
2249,CA-2015-116092,2015-02-15,2015-02-18,Second Class,JM-16195,Justin MacKendrick,Consumer,united states,Los Angeles,California,90004,west,OFF-BI-10001628,office supplies,binders,"acco data flex cable posts for top & bottom load binders, 6"" capacity",41.72,5,0.2,13.0375,0.3125,2015
2250,CA-2015-116092,2015-02-15,2015-02-18,Second Class,JM-16195,Justin MacKendrick,Consumer,united states,Los Angeles,California,90004,west,OFF-BI-10000546,office supplies,binders,avery durable binders,11.52,5,0.2,4.176,0.36250000000000004,2015
2251,CA-2015-116092,2015-02-15,2015-02-18,Second Class,JM-16195,Justin MacKendrick,Consumer,united states,Los Angeles,California,90004,west,OFF-AP-10001391,office supplies,appliances,kensington 6 outlet masterpiece homeoffice power control center,541.44,6,0.0,157.0176,0.2899999999999999,2015
2252,CA-2015-116092,2015-02-15,2015-02-18,Second Class,JM-16195,Justin MacKendrick,Consumer,united states,Los Angeles,California,90004,west,OFF-PA-10000477,office supplies,paper,xerox 22,19.44,3,0.0,9.3312,0.48000000000000004,2015
2253,CA-2016-117849,2016-04-15,2016-04-17,Second Class,JK-16120,Julie Kriz,Home Office,united states,San Diego,California,92105,west,OFF-PA-10004327,office supplies,paper,xerox 1911,143.7,3,0.0,68.976,0.48000000000000004,2016
2254,CA-2015-169201,2015-09-28,2015-10-01,First Class,HG-14965,Henry Goldwyn,Corporate,united states,San Francisco,California,94110,west,OFF-AP-10000696,office supplies,appliances,holmes odor grabber,43.26,3,0.0,14.2758,0.33,2015
2255,CA-2015-169201,2015-09-28,2015-10-01,First Class,HG-14965,Henry Goldwyn,Corporate,united states,San Francisco,California,94110,west,OFF-AP-10002082,office supplies,appliances,holmes hepa air purifier,43.56,2,0.0,15.246,0.35,2015
2256,CA-2016-164091,2016-09-17,2016-09-22,Standard Class,LA-16780,Laura Armstrong,Corporate,united states,Bangor,Maine,4401,east,TEC-PH-10001944,technology,phones,wi-ex zboost yx540 cellular phone signal booster,437.85,3,0.0,131.355,0.29999999999999993,2016
2257,CA-2016-164091,2016-09-17,2016-09-22,Standard Class,LA-16780,Laura Armstrong,Corporate,united states,Bangor,Maine,4401,east,FUR-FU-10004952,furniture,furnishings,"c-line cubicle keepers polyproplyene holder w/velcro back, 8-1/2x11, 25/bx",109.48,2,0.0,33.9388,0.31,2016
2258,CA-2017-105214,2017-06-16,2017-06-19,First Class,TS-21610,Troy Staebel,Consumer,united states,San Francisco,California,94122,west,FUR-CH-10000015,furniture,chairs,hon multipurpose stacking arm chairs,1212.96,7,0.2,90.972,0.075,2017
2259,CA-2017-105214,2017-06-16,2017-06-19,First Class,TS-21610,Troy Staebel,Consumer,united states,San Francisco,California,94122,west,OFF-PA-10001776,office supplies,paper,"wirebound message books, four 2 3/4"" x 5"" forms per page, 600 sets per book",18.54,2,0.0,8.7138,0.4700000000000001,2017
2260,CA-2015-117611,2015-11-08,2015-11-10,Second Class,MZ-17335,Maria Zettner,Home Office,united states,San Diego,California,92024,west,OFF-FA-10002280,office supplies,fasteners,advantus plastic paper clips,5.0,1,0.0,2.4,0.48,2015
2261,CA-2015-117611,2015-11-08,2015-11-10,Second Class,MZ-17335,Maria Zettner,Home Office,united states,San Diego,California,92024,west,TEC-AC-10002049,technology,accessories,logitech g19 programmable gaming keyboard,371.97,3,0.0,66.9546,0.18,2015
2262,US-2015-137960,2015-12-18,2015-12-18,Same Day,MW-18220,Mitch Webber,Consumer,united states,New York City,New York,10035,east,TEC-AC-10002253,technology,accessories,imation bio 8gb usb flash drive imation corp,166.24,1,0.0,24.936,0.15,2015
2263,CA-2017-122994,2017-02-06,2017-02-09,First Class,MV-17485,Mark Van Huff,Consumer,united states,Arlington,Virginia,22204,south,FUR-BO-10004015,furniture,bookcases,"bush andora bookcase, maple/graphite gray finish",359.97,3,0.0,79.1934,0.21999999999999997,2017
2264,CA-2016-131065,2016-11-14,2016-11-16,Second Class,AA-10375,Allen Armold,Consumer,united states,Atlanta,Georgia,30318,south,TEC-AC-10004145,technology,accessories,logitech dinovo edge keyboard,499.98,2,0.0,114.9954,0.23,2016
2265,CA-2016-131065,2016-11-14,2016-11-16,Second Class,AA-10375,Allen Armold,Consumer,united states,Atlanta,Georgia,30318,south,OFF-PA-10002479,office supplies,paper,xerox 4200 series multiuse premium copy paper (20lb. and 84 bright),5.28,1,0.0,2.376,0.44999999999999996,2016
2266,CA-2016-131065,2016-11-14,2016-11-16,Second Class,AA-10375,Allen Armold,Consumer,united states,Atlanta,Georgia,30318,south,OFF-BI-10004970,office supplies,binders,"accohide 3-ring binder, blue, 1""",8.26,2,0.0,3.8822,0.47000000000000003,2016
2267,CA-2017-149146,2017-10-12,2017-10-12,Same Day,SM-20320,Sean Miller,Home Office,united states,Monroe,North Carolina,28110,south,OFF-PA-10003919,office supplies,paper,xerox 1989,7.968,2,0.2,2.6892,0.3375,2017
2268,CA-2017-137470,2017-09-17,2017-09-17,Same Day,TP-21415,Tom Prescott,Consumer,united states,Seattle,Washington,98115,west,OFF-PA-10002001,office supplies,paper,xerox 1984,12.96,2,0.0,6.3504,0.48999999999999994,2017
2269,CA-2017-105480,2017-12-20,2017-12-26,Standard Class,DK-13225,Dean Katz,Corporate,united states,Rochester,New York,14609,east,OFF-PA-10002787,office supplies,paper,xerox 227,6.48,1,0.0,3.1104,0.4799999999999999,2017
2270,CA-2017-105480,2017-12-20,2017-12-26,Standard Class,DK-13225,Dean Katz,Corporate,united states,Rochester,New York,14609,east,OFF-BI-10003291,office supplies,binders,wilson jones leather-like binders with dubllock round rings,6.984,1,0.2,2.3571,0.3375,2017
2271,CA-2017-164917,2017-12-02,2017-12-07,Standard Class,MK-17905,Michael Kennedy,Corporate,united states,Miami,Florida,33180,south,OFF-AR-10004344,office supplies,art,bulldog vacuum base pencil sharpener,47.96,5,0.2,4.1965,0.08750000000000001,2017
2272,CA-2015-102036,2015-09-21,2015-09-27,Standard Class,CS-12130,Chad Sievert,Consumer,united states,Seattle,Washington,98105,west,OFF-ST-10003123,office supplies,storage,fellowes bases and tops for staxonsteel/high-stak systems,199.74,6,0.0,47.9376,0.24000000000000002,2015
2273,CA-2015-142944,2015-03-06,2015-03-11,Standard Class,JL-15850,John Lucas,Consumer,united states,San Francisco,California,94122,west,FUR-FU-10000308,furniture,furnishings,deflect-o glass clear studded chair mats,435.26,7,0.0,95.7572,0.22,2015
2274,CA-2015-142944,2015-03-06,2015-03-11,Standard Class,JL-15850,John Lucas,Consumer,united states,San Francisco,California,94122,west,TEC-CO-10003763,technology,copiers,canon pc1060 personal laser copier,1119.984,2,0.2,377.9946,0.3375,2015
2275,CA-2014-157882,2014-10-03,2014-10-08,Second Class,AR-10405,Allen Rosenblatt,Corporate,united states,Los Angeles,California,90036,west,FUR-TA-10001866,furniture,tables,bevis round conference room tables and bases,143.432,1,0.2,3.5858,0.025,2014
2276,CA-2014-157882,2014-10-03,2014-10-08,Second Class,AR-10405,Allen Rosenblatt,Corporate,united states,Los Angeles,California,90036,west,FUR-CH-10002774,furniture,chairs,"global deluxe stacking chair, gray",122.352,3,0.2,13.7646,0.11249999999999999,2014
2277,CA-2014-104283,2014-06-27,2014-07-01,Standard Class,LM-17065,Liz MacKendrick,Consumer,united states,Southaven,Mississippi,38671,south,OFF-ST-10004337,office supplies,storage,"safco commercial wire shelving, 72h",306.2,5,0.0,0.0,0.0,2014
2278,CA-2014-104283,2014-06-27,2014-07-01,Standard Class,LM-17065,Liz MacKendrick,Consumer,united states,Southaven,Mississippi,38671,south,FUR-TA-10001039,furniture,tables,ki adjustable-height table,85.98,1,0.0,22.3548,0.26,2014
2279,CA-2014-104283,2014-06-27,2014-07-01,Standard Class,LM-17065,Liz MacKendrick,Consumer,united states,Southaven,Mississippi,38671,south,TEC-AC-10000109,technology,accessories,sony micro vault click 16 gb usb 2.0 flash drive,223.96,4,0.0,53.7504,0.24,2014
2280,CA-2017-142622,2017-10-30,2017-11-02,First Class,JK-15625,Jim Karlsson,Consumer,united states,Seattle,Washington,98115,west,FUR-CH-10003833,furniture,chairs,novimex fabric task chair,97.568,2,0.2,-6.098,-0.0625,2017
2281,CA-2017-142622,2017-10-30,2017-11-02,First Class,JK-15625,Jim Karlsson,Consumer,united states,Seattle,Washington,98115,west,FUR-CH-10004289,furniture,chairs,global super steno chair,614.272,8,0.2,-23.0352,-0.0375,2017
2282,CA-2017-142622,2017-10-30,2017-11-02,First Class,JK-15625,Jim Karlsson,Consumer,united states,Seattle,Washington,98115,west,FUR-BO-10004467,furniture,bookcases,bestar classic bookcase,199.98,2,0.0,37.9962,0.19000000000000003,2017
2283,CA-2016-132143,2016-09-03,2016-09-05,First Class,FM-14215,Filia McAdams,Corporate,united states,Middletown,Connecticut,6457,east,OFF-PA-10002713,office supplies,paper,"adams phone message book, 200 message capacity, 8 1/16 x 11",48.16,7,0.0,22.1536,0.4600000000000001,2016
2284,CA-2015-153108,2015-03-05,2015-03-09,Standard Class,SF-20200,Sarah Foster,Consumer,united states,New Castle,Indiana,47362,central,TEC-PH-10001552,technology,phones,i need's 3d hello kitty hybrid silicone case cover for htc one x 4g with 3d hello kitty stylus pen green/pink,23.92,2,0.0,6.6976,0.27999999999999997,2015
2285,CA-2015-153108,2015-03-05,2015-03-09,Standard Class,SF-20200,Sarah Foster,Consumer,united states,New Castle,Indiana,47362,central,OFF-AP-10002222,office supplies,appliances,staple holder,60.69,7,0.0,16.3863,0.26999999999999996,2015
2286,CA-2016-112676,2016-05-05,2016-05-08,First Class,PJ-18835,Patrick Jones,Corporate,united states,Murfreesboro,Tennessee,37130,south,OFF-PA-10003971,office supplies,paper,xerox 1965,14.352,3,0.2,5.2026,0.3625,2016
2287,CA-2017-165687,2017-11-17,2017-11-23,Standard Class,CS-12355,Christine Sundaresam,Consumer,united states,Salem,Virginia,24153,south,OFF-AP-10004036,office supplies,appliances,bionaire 99.97% hepa air cleaner,35.04,2,0.0,12.264,0.35,2017
2288,US-2017-112928,2017-06-01,2017-06-05,Second Class,BB-10990,Barry Blumstein,Corporate,united states,Toledo,Ohio,43615,east,OFF-AP-10002287,office supplies,appliances,"eureka sanitaire  multi-pro heavy-duty upright, disposable bags",17.48,5,0.2,1.311,0.075,2017
2289,CA-2017-143343,2017-06-10,2017-06-13,First Class,BW-11200,Ben Wallace,Consumer,united states,Los Angeles,California,90032,west,OFF-AR-10002375,office supplies,art,newell 351,16.4,5,0.0,4.756,0.29000000000000004,2017
2290,CA-2017-115154,2017-01-08,2017-01-11,First Class,RS-19420,Ricardo Sperren,Corporate,united states,Seattle,Washington,98115,west,FUR-TA-10001950,furniture,tables,balt solid wood round tables,892.98,2,0.0,80.3682,0.09,2017
2291,CA-2015-149342,2015-04-20,2015-04-25,Standard Class,TS-21160,Theresa Swint,Corporate,united states,Columbus,Georgia,31907,south,TEC-PH-10001557,technology,phones,pyle pmp37led,287.97,3,0.0,77.7519,0.27,2015
2292,CA-2015-149342,2015-04-20,2015-04-25,Standard Class,TS-21160,Theresa Swint,Corporate,united states,Columbus,Georgia,31907,south,FUR-FU-10002937,furniture,furnishings,"ge 48"" fluorescent tube, cool white energy saver, 34 watts, 30/box",595.38,6,0.0,297.69,0.5,2015
2293,CA-2015-149342,2015-04-20,2015-04-25,Standard Class,TS-21160,Theresa Swint,Corporate,united states,Columbus,Georgia,31907,south,OFF-PA-10001166,office supplies,paper,xerox 2,12.96,2,0.0,6.2208,0.4799999999999999,2015
2294,CA-2015-130995,2015-11-01,2015-11-06,Standard Class,QJ-19255,Quincy Jones,Corporate,united states,New York City,New York,10009,east,TEC-PH-10000347,technology,phones,cush cases heavy duty rugged cover case for samsung galaxy s5 - purple,4.95,1,0.0,1.3365,0.27,2015
2295,CA-2017-127929,2017-12-23,2017-12-27,Standard Class,FM-14215,Filia McAdams,Corporate,united states,Middletown,Connecticut,6457,east,FUR-FU-10003708,furniture,furnishings,"tenex traditional chairmats for medium pile carpet, standard lip, 36"" x 48""",181.95,3,0.0,38.2095,0.21,2017
2296,CA-2015-113145,2015-11-01,2015-11-05,Standard Class,VD-21670,Valerie Dominguez,Consumer,united states,New York City,New York,10011,east,OFF-PA-10002659,office supplies,paper,avoid verbal orders carbonless minifold book,13.52,4,0.0,6.2192,0.46,2015
2297,CA-2015-113145,2015-11-01,2015-11-05,Standard Class,VD-21670,Valerie Dominguez,Consumer,united states,New York City,New York,10011,east,FUR-FU-10000965,furniture,furnishings,"howard miller 11-1/2"" diameter ridgewood wall clock",259.7,5,0.0,106.477,0.41000000000000003,2015
2298,CA-2015-113145,2015-11-01,2015-11-05,Standard Class,VD-21670,Valerie Dominguez,Consumer,united states,New York City,New York,10011,east,TEC-PH-10001527,technology,phones,plantronics mx500i earset,42.95,1,0.0,1.2885,0.03,2015
2299,CA-2015-113145,2015-11-01,2015-11-05,Standard Class,VD-21670,Valerie Dominguez,Consumer,united states,New York City,New York,10011,east,TEC-AC-10001838,technology,accessories,razer tiamat over ear 7.1 surround sound pc gaming headset,1399.93,7,0.0,601.9699,0.43,2015
2300,CA-2015-113145,2015-11-01,2015-11-05,Standard Class,VD-21670,Valerie Dominguez,Consumer,united states,New York City,New York,10011,east,TEC-PH-10002597,technology,phones,xblue xb-1670-86 x16 small office telephone - titanium,503.96,4,0.0,125.99,0.25,2015
2301,CA-2014-162362,2014-11-14,2014-11-18,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,united states,Midland,Michigan,48640,central,OFF-BI-10000756,office supplies,binders,storex duratech recycled plastic frosted binders,12.72,3,0.0,6.36,0.5,2014
2302,CA-2014-162362,2014-11-14,2014-11-18,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,united states,Midland,Michigan,48640,central,OFF-BI-10000546,office supplies,binders,avery durable binders,11.52,4,0.0,5.6448,0.49000000000000005,2014
2303,CA-2016-106558,2016-01-17,2016-01-21,Standard Class,DL-13495,Dionis Lloyd,Corporate,united states,Columbus,Georgia,31907,south,TEC-AC-10001142,technology,accessories,first data fd10 pin pad,316.0,4,0.0,31.6,0.1,2016
2304,CA-2017-157931,2017-09-17,2017-09-22,Second Class,MO-17800,Meg O'Connel,Home Office,united states,Roswell,Georgia,30076,south,FUR-CH-10000785,furniture,chairs,global ergonomic managers chair,723.92,4,0.0,188.2192,0.26,2017
2305,CA-2017-157931,2017-09-17,2017-09-22,Second Class,MO-17800,Meg O'Connel,Home Office,united states,Roswell,Georgia,30076,south,OFF-PA-10000474,office supplies,paper,easy-staple paper,106.32,3,0.0,49.9704,0.47000000000000003,2017
2306,CA-2016-115574,2016-12-23,2016-12-24,First Class,BP-11185,Ben Peterman,Corporate,united states,Chicago,Illinois,60623,central,FUR-BO-10003441,furniture,bookcases,"bush westfield collection bookcases, fully assembled",141.372,2,0.3,-14.1372,-0.09999999999999999,2016
2307,CA-2015-160794,2015-08-06,2015-08-08,First Class,MS-17980,Michael Stewart,Corporate,united states,Houston,Texas,77041,central,OFF-PA-10004156,office supplies,paper,xerox 188,27.216,3,0.2,9.8658,0.3625,2015
2308,CA-2017-116225,2017-11-05,2017-11-09,Standard Class,SV-20935,Susan Vittorini,Consumer,united states,New York City,New York,10009,east,TEC-AC-10001432,technology,accessories,enermax aurora lite keyboard,390.75,5,0.0,171.93,0.44,2017
2309,US-2017-120418,2017-06-11,2017-06-12,First Class,BC-11125,Becky Castell,Home Office,united states,Peoria,Arizona,85345,west,FUR-CH-10001394,furniture,chairs,global leather executive chair,280.792,1,0.2,35.099,0.125,2017
2310,US-2017-120418,2017-06-11,2017-06-12,First Class,BC-11125,Becky Castell,Home Office,united states,Peoria,Arizona,85345,west,OFF-ST-10002370,office supplies,storage,"sortfiler multipurpose personal file organizer, black",68.448,4,0.2,7.7004,0.11250000000000002,2017
2311,US-2017-120418,2017-06-11,2017-06-12,First Class,BC-11125,Becky Castell,Home Office,united states,Peoria,Arizona,85345,west,OFF-AR-10002956,office supplies,art,boston 16801 nautilus battery pencil sharpener,88.04,5,0.2,6.603,0.075,2017
